File,Overall_Accuracy,Fire State_Accuracy,Fire State_MAE,Fire State_R2,Temperature_Accuracy,Temperature_MAE,Temperature_R2,Smoke Density_Accuracy,Smoke Density_MAE,Smoke Density_R2,Visibility_Accuracy,Visibility_MAE,Visibility_R2,CO Level_Accuracy,CO Level_MAE,CO Level_R2,HCN Level_Accuracy,HCN Level_MAE,HCN Level_R2,Air Velocity_Accuracy,Air Velocity_MAE,Air Velocity_R2,Thermal Radiation_Accuracy,Thermal Radiation_MAE,Thermal Radiation_R2,Pressure_Accuracy,Pressure_MAE,Pressure_R2
fire_simulation_20250611_220929.json,95.88953,96.21946,0.18902720510959625,0.9645320177078247,96.13738,33.17818832397461,0.8789054155349731,96.96564,0.18206141889095306,0.9849122762680054,96.51887,1.0443392992019653,0.9668811559677124,92.502174,2999.1318359375,0.9559747576713562,91.08398,534.9611206054688,0.9030581116676331,95.56036,0.18462735414505005,0.9219309687614441,98.070496,1.437697410583496,0.8152139186859131,99.94737,54.11433410644531,0.874096155166626
